Categoria,Ciudad,Pais/Región,Nombre del Cliente,Proveedor,Fecha de Orden,ID Orden,Codigo Postal,Nombre de Producto,Region,Segmento,Fecha de Envio,Modo de Envio,Estado/Provincia,Sub-Categoria,Descuento,Ganancia,Cantidad,Ventas
Suministros de Oficina,Fayetteville,United States,Jill Fjeld,Other,06/11/2022,US-2022-167941,28314,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Sur,Consumidor,09/11/2022,Second Class,North Carolina,Linea Blanca,0.2,43.7136,3,499.584
Suministros de Oficina,Los Angeles,United States,Zuschuss Carroll,Sanford,06/11/2022,US-2022-100013,90045,SANFORD Liquid Accent Tank-Style Highlighters,Oeste,Consumidor,11/11/2022,Standard Class,California,Arte,0,1.7608,2,5.68
Suministros de Oficina,Minneapolis,United States,Chuck Clark,Newell,06/11/2022,US-2022-125290,55407,Newell 339,Central,Home Office,10/11/2022,Second Class,Minnesota,Arte,0,3.614,5,13.9
Suministros de Oficina,Houston,United States,Christopher Conant,Other,06/11/2022,US-2022-106691,77070,Zipper Ring Binder Pockets,Central,Consumidor,12/11/2022,Standard Class,Texas,Portafolio,0.8,-1.9344,2,1.248
Suministros de Oficina,Fayetteville,United States,Jill Fjeld,Avery,06/11/2022,US-2022-167941,28314,Avery Durable Poly Binders,Sur,Consumidor,09/11/2022,Second Class,North Carolina,Portafolio,0.7,-10.6176,8,13.272
Suministros de Oficina,Portland,United States,Roger Barcio,Other,06/11/2022,US-2022-109484,97206,Flexible Leather- Look Classic Collection Ring Binder,Oeste,Home Office,12/11/2022,Standard Class,Oregon,Portafolio,0.7,-3.788,1,5.682
Suministros de Oficina,Los Angeles,United States,Zuschuss Carroll,Other,06/11/2022,US-2022-100013,90045,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Oeste,Consumidor,11/11/2022,Standard Class,California,Sobres,0,7.4872,2,15.28
Suministros de Oficina,San Francisco,United States,Frank Merwin,Avery,06/11/2022,US-2022-153948,94122,Avery 503,Oeste,Home Office,06/11/2022,Mismo Dia,California,Etiquetas,0,19.872,4,41.4
Suministros de Oficina,San Francisco,United States,Frank Merwin,Other,06/11/2022,US-2022-153948,94122,Astroparche Fine Business Paper,Oeste,Home Office,06/11/2022,Mismo Dia,California,Papel,0,12.672,5,26.4
Suministros de Oficina,Philadelphia,United States,Maris LaWare,Xerox,06/11/2022,US-2022-154109,19143,Xerox 191,Este,Consumidor,11/11/2022,Standard Class,Pennsylvania,Papel,0.2,16.1838,3,47.952
Suministros de Oficina,San Francisco,United States,Frank Merwin,Xerox,06/11/2022,US-2022-153948,94122,Xerox 191,Oeste,Home Office,06/11/2022,Mismo Dia,California,Papel,0,28.1718,3,59.94
Suministros de Oficina,Fayetteville,United States,Jill Fjeld,Xerox,06/11/2022,US-2022-167941,28314,Xerox 220,Sur,Consumidor,09/11/2022,Second Class,North Carolina,Papel,0.2,10.8864,6,31.104
Suministros de Oficina,San Francisco,United States,Frank Merwin,Easy-staple paper,06/11/2022,US-2022-153948,94122,Easy-staple paper,Oeste,Home Office,06/11/2022,Mismo Dia,California,Papel,0,22.2264,4,45.36
Suministros de Oficina,Minneapolis,United States,Chuck Clark,Easy-staple paper,06/11/2022,US-2022-125290,55407,Easy-staple paper,Central,Home Office,10/11/2022,Second Class,Minnesota,Papel,0,12.1348,1,26.38
Suministros de Oficina,New York City,United States,Carol Darley,Xerox,06/11/2022,US-2022-144596,10011,Xerox 1906,Este,Consumidor,10/11/2022,Standard Class,New York,Papel,0,149.9112,9,318.96
Suministros de Oficina,Richmond,United States,Victoria Brennan,Xerox,06/11/2022,US-2022-154816,40475,Xerox 1987,Sur,Corporativo,10/11/2022,Standard Class,Kentucky,Papel,0,2.8322,1,5.78
Suministros de Oficina,Dallas,United States,Harry Greene,Other,06/11/2022,US-2022-150504,75220,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Central,Consumidor,12/11/2022,Standard Class,Texas,Almacenamiento,0.2,1.816,2,18.16
Suministros de Oficina,Fayetteville,United States,Jill Fjeld,Carina,06/11/2022,US-2022-167941,28314,Carina Double Wide Media Storage Towers in Natural & Black,Sur,Consumidor,09/11/2022,Second Class,North Carolina,Almacenamiento,0.2,-51.8272,4,259.136
Suministros de Oficina,Westfield,United States,Valerie Mitchum,Decoflex,06/11/2022,US-2022-107720,7090,Decoflex Hanging Personal Folder File,Este,Home Office,13/11/2022,Standard Class,New Jersey,Almacenamiento,0,12.0276,3,46.26
Tecnología,Seattle,United States,Adam Bellavance,SanDisk,06/11/2022,US-2022-107174,98105,SanDisk Cruzer 64 GB USB Flash Drive,Oeste,Home Office,13/11/2022,Standard Class,Washington,Accesorios,0,32.688,3,108.96
Tecnología,San Francisco,United States,Frank Merwin,Kingston,06/11/2022,US-2022-153948,94122,Kingston Digital DataTraveler 32GB USB 2.0,Oeste,Home Office,06/11/2022,Mismo Dia,California,Accesorios,0,1.017,1,16.95
Muebles,Clinton,United States,Katherine Nockton,Global,07/11/2022,US-2022-113460,20735,Global Highback Leather Tilter in Burgundy,Este,Corporativo,09/11/2022,Second Class,Maryland,Sillas,0,43.6752,3,272.97
Muebles,Philadelphia,United States,Emily Phan,Bevis,07/11/2022,US-2022-149888,19120,Bevis Rectangular Conference Tables,Este,Consumidor,13/11/2022,Standard Class,Pennsylvania,Mesas,0.4,-140.1408,4,350.352
Suministros de Oficina,Newark,United States,Pete Kriz,Holmes,07/11/2022,US-2022-132346,19711,Holmes Odor Grabber,Este,Consumidor,11/11/2022,Standard Class,Delaware,Linea Blanca,0,33.3102,7,100.94
Suministros de Oficina,Oklahoma City,United States,Erin Creighton,Storex,07/11/2022,US-2022-163188,73120,Storex DuraTech Recycled Plastic Frosted Binders,Central,Consumidor,07/11/2022,Mismo Dia,Oklahoma,Portafolio,0,19.08,9,38.16
Suministros de Oficina,San Francisco,United States,Tony Sayre,Avery,07/11/2022,US-2022-152737,94122,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Oeste,Consumidor,12/11/2022,Standard Class,California,Portafolio,0.2,7.6272,4,21.792
Tecnología,New York City,United States,Frank Preis,Maxell,07/11/2022,US-2022-113572,10024,Maxell CD-R Discs,Este,Consumidor,11/11/2022,Standard Class,New York,Accesorios,0,2.5216,4,7.88
Tecnología,Brentwood,United States,Deborah Brumfield,Anker,07/11/2022,US-2022-122504,94513,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Oeste,Home Office,12/11/2022,Second Class,California,Accesorios,0,13.7931,3,59.97
Tecnología,San Francisco,United States,Tony Sayre,Plantronics,07/11/2022,US-2022-152737,94122,Plantronics Audio 995 Wireless Stereo Headset,Oeste,Consumidor,12/11/2022,Standard Class,California,Accesorios,0,145.134,4,439.8
Tecnología,Brentwood,United States,Deborah Brumfield,Plantronics,07/11/2022,US-2022-122504,94513,"Plantronics CS 50-USB - headset - Convertible, Monaural",Oeste,Home Office,12/11/2022,Second Class,California,Telefonos,0.2,66.6351,7,761.544
Tecnología,Philadelphia,United States,Emily Phan,Jabra,07/11/2022,US-2022-149888,19120,Jabra Supreme Plus Driver Edition Headset,Este,Consumidor,13/11/2022,Standard Class,Pennsylvania,Telefonos,0.4,-71.994,5,359.97
Muebles,Baltimore,United States,Kean Nguyen,Howard Miller,08/11/2022,US-2022-155621,21215,Howard Miller Distant Time Traveler Alarm Clock,Este,Corporativo,13/11/2022,Standard Class,Maryland,Muebleria,0,112.422,10,274.2
Suministros de Oficina,New York City,United States,Sharelle Roach,Panasonic,08/11/2022,US-2022-143658,10035,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Este,Home Office,13/11/2022,Second Class,New York,Arte,0,32.97,5,109.9
Muebles,Sunnyvale,United States,Jennifer Braxton,Global,09/11/2022,US-2022-158246,94086,"Global Leather Task Chair, Black",Oeste,Corporativo,11/11/2022,First Class,California,Sillas,0.2,-2.6997,3,215.976
Muebles,San Diego,United States,Jim Epp,Other,09/11/2022,US-2022-119494,92105,"Lifetime Advantage Folding Chairs, 4/Carton",Oeste,Corporativo,13/11/2022,Standard Class,California,Sillas,0.2,52.3392,3,523.392
Muebles,Oceanside,United States,Joel Eaton,Eldon,09/11/2022,US-2022-141852,92054,Eldon Wave Desk Accessories,Oeste,Consumidor,14/11/2022,Standard Class,California,Muebleria,0,20.7328,8,47.12
Muebles,New York City,United States,Parhena Norris,Other,09/11/2022,US-2022-161018,10009,9-3/4 Diameter Round Wall Clock,Este,Home Office,11/11/2022,Second Class,New York,Muebleria,0,40.5426,7,96.53
Suministros de Oficina,Columbia,United States,Brian Moss,Wilson Jones,09/11/2022,US-2022-152912,21044,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Este,Corporativo,12/11/2022,Second Class,Maryland,Portafolio,0,4.4344,2,9.64
Suministros de Oficina,Coachella,United States,Matt Collister,SAFCO,09/11/2022,US-2022-159597,92236,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Oeste,Corporativo,14/11/2022,Standard Class,California,Almacenamiento,0,3.178,2,63.56
Suministros de Oficina,Columbia,United States,Brian Moss,Other,09/11/2022,US-2022-152912,21044,Adjustable Depth Letter/Legal Cart,Este,Corporativo,12/11/2022,Second Class,Maryland,Almacenamiento,0,473.6106,9,1633.14
Suministros de Oficina,Columbia,United States,Brian Moss,Other,09/11/2022,US-2022-152912,21044,Adjustable Depth Letter/Legal Cart,Este,Corporativo,12/11/2022,Second Class,Maryland,Almacenamiento,0,157.8702,3,544.38
Tecnología,Jacksonville,United States,Peter McVee,Logitech,09/11/2022,US-2022-159667,32216,Logitech G602 Wireless Gaming Mouse,Sur,Home Office,13/11/2022,Standard Class,Florida,Accesorios,0.2,38.3952,3,191.976
Tecnología,Coachella,United States,Matt Collister,Razer,09/11/2022,US-2022-159597,92236,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Oeste,Corporativo,14/11/2022,Standard Class,California,Accesorios,0,43.9956,1,99.99
Tecnología,Columbia,United States,Brian Moss,Maxell,09/11/2022,US-2022-152912,21044,Maxell iVDR EX 500GB Cartridge,Este,Corporativo,12/11/2022,Second Class,Maryland,Accesorios,0,355.4466,3,826.62
Tecnología,Jacksonville,United States,Peter McVee,Motorola,09/11/2022,US-2022-159667,32216,Motorola L703CM,Sur,Home Office,13/11/2022,Standard Class,Florida,Telefonos,0.2,31.198,4,499.168
Muebles,Los Angeles,United States,Maria Etezadi,Global,10/11/2022,US-2022-137624,90008,"Global Leather & Oak Executive Chair, Burgundy",Oeste,Home Office,17/11/2022,Standard Class,California,Sillas,0.2,-36.2136,2,241.424
Muebles,Tucson,United States,Ann Blume,Hon,10/11/2022,US-2022-155425,85705,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Oeste,Corporativo,11/11/2022,First Class,Arizona,Sillas,0.2,-146.1096,4,899.136
Muebles,Round Rock,United States,Edward Becker,Tenex,10/11/2022,US-2022-161739,78664,Tenex Antistatic Computer Chair Mats,Central,Corporativo,15/11/2022,Second Class,Texas,Muebleria,0.6,-427.45,5,341.96
Suministros de Oficina,Pasco,United States,Michael Chen,Eureka,10/11/2022,US-2022-128447,99301,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Oeste,Consumidor,17/11/2022,Standard Class,Washington,Linea Blanca,0,112.224,5,400.8
Suministros de Oficina,Riverside,United States,Thomas Brumley,Other,10/11/2022,US-2022-162096,92503,12 Colored Short Pencils,Oeste,Home Office,10/11/2022,Mismo Dia,California,Arte,0,2.106,3,7.8
Suministros de Oficina,Seattle,United States,Nick Crebassa,GBC,10/11/2022,US-2022-163874,98105,GBC Imprintable Covers,Oeste,Corporativo,12/11/2022,Second Class,Washington,Portafolio,0.2,9.5526,3,26.352
Suministros de Oficina,Tucson,United States,Ann Blume,Cardinal,10/11/2022,US-2022-155425,85705,Cardinal EasyOpen D-Ring Binders,Oeste,Corporativo,11/11/2022,First Class,Arizona,Portafolio,0.7,-25.592,14,38.388
Suministros de Oficina,Pasco,United States,Michael Chen,GBC,10/11/2022,US-2022-128447,99301,GBC VeloBinder Manual Binding System,Oeste,Consumidor,17/11/2022,Standard Class,Washington,Portafolio,0.2,10.0772,1,28.792
Suministros de Oficina,New York City,United States,Frank Hawley,Fellowes,10/11/2022,US-2022-104640,10024,Fellowes PB300 Plastic Comb Binding Machine,Este,Corporativo,16/11/2022,Standard Class,New York,Portafolio,0.2,314.2719,3,931.176
Suministros de Oficina,Hollywood,United States,Daniel Raglin,GBC,10/11/2022,US-2022-142671,33021,GBC VeloBinder Strips,Sur,Home Office,14/11/2022,Second Class,Florida,Portafolio,0.7,-7.68,5,11.52
Tecnología,Tucson,United States,Ann Blume,Other,10/11/2022,US-2022-155425,85705,Case Logic 2.4GHz Wireless Keyboard,Oeste,Corporativo,11/11/2022,First Class,Arizona,Accesorios,0.2,-35.9928,6,239.952
Tecnología,Modesto,United States,Gary Hwang,Memorex,10/11/2022,US-2022-141138,95351,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Oeste,Consumidor,16/11/2022,Standard Class,California,Accesorios,0,43.5981,7,111.79
Tecnología,Tucson,United States,Ann Blume,Other,10/11/2022,US-2022-155425,85705,DYMO CardScan Personal V9 Business Card Scanner,Oeste,Corporativo,11/11/2022,First Class,Arizona,Maquinas,0.7,-63.996,2,95.994
Tecnología,New York City,United States,Frank Hawley,Other,10/11/2022,US-2022-104640,10024,Aastra 6757i CT Wireless VoIP phone,Este,Corporativo,16/11/2022,Standard Class,New York,Telefonos,0,124.9552,2,430.88
Tecnología,Tucson,United States,Ann Blume,Other,10/11/2022,US-2022-155425,85705,Adtran 1202752G1,Oeste,Corporativo,11/11/2022,First Class,Arizona,Telefonos,0.2,15.1188,2,201.584
Muebles,Los Angeles,United States,Thomas Brumley,DAX,11/11/2022,US-2022-148985,90045,Dax Clear Box Frame,Oeste,Home Office,15/11/2022,Second Class,California,Muebleria,0,11.8728,4,34.92
Muebles,Knoxville,United States,Michelle Huthwaite,Executive Impressions,11/11/2022,US-2022-115448,37918,"Executive Impressions 14"" Contract Wall Clock",Sur,Consumidor,14/11/2022,First Class,Tennessee,Muebleria,0.2,14.4495,5,88.92
Suministros de Oficina,Fort Lauderdale,United States,Brenda Bowman,Hoover,11/11/2022,US-2022-158561,33311,Hoover Upright Vacuum With Dirt Cup,Sur,Corporativo,16/11/2022,Second Class,Florida,Linea Blanca,0.2,130.2885,5,1158.12
Suministros de Oficina,Los Angeles,United States,Guy Armstrong,Belkin,11/11/2022,US-2022-110842,90036,Belkin 6 Outlet Metallic Surge Strip,Oeste,Consumidor,16/11/2022,Standard Class,California,Linea Blanca,0,2.8314,1,10.89
Suministros de Oficina,Detroit,United States,Emily Phan,Boston,11/11/2022,US-2022-157483,48227,Boston 1799 Powerhouse Electric Pencil Sharpener,Central,Consumidor,18/11/2022,Standard Class,Michigan,Arte,0,50.9208,7,181.86
Suministros de Oficina,Los Angeles,United States,Guy Armstrong,Ibico,11/11/2022,US-2022-110842,90036,Ibico Plastic Spiral Binding Combs,Oeste,Consumidor,16/11/2022,Standard Class,California,Portafolio,0.2,39.52,5,121.6
Suministros de Oficina,Garland,United States,Tamara Dahlen,Other,11/11/2022,US-2022-150959,75043,Deluxe Heavy-Duty Vinyl Round Ring Binder,Central,Consumidor,13/11/2022,First Class,Texas,Portafolio,0.8,-32.088,4,18.336
Suministros de Oficina,Milwaukee,United States,Catherine Glotzbach,Other,11/11/2022,US-2022-143217,53209,Prestige Round Ring Binders,Central,Home Office,17/11/2022,Standard Class,Wisconsin,Portafolio,0,8.5728,3,18.24
Suministros de Oficina,Urbandale,United States,William Brown,Other,11/11/2022,US-2022-120327,50322,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Central,Consumidor,16/11/2022,Standard Class,Iowa,Ajustadores,0,21.5824,4,45.92
Suministros de Oficina,Garland,United States,Tamara Dahlen,Universal,11/11/2022,US-2022-150959,75043,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Central,Consumidor,13/11/2022,First Class,Texas,Etiquetas,0.2,3.393,5,10.44
Suministros de Oficina,Los Angeles,United States,Guy Armstrong,Xerox,11/11/2022,US-2022-110842,90036,Xerox 201,Oeste,Consumidor,16/11/2022,Standard Class,California,Papel,0,9.3312,3,19.44
Suministros de Oficina,Springfield,United States,Max Ludwig,Xerox,11/11/2022,US-2022-143455,45503,Xerox 222,Este,Home Office,18/11/2022,Standard Class,Ohio,Papel,0.2,3.6288,2,10.368
Suministros de Oficina,New York City,United States,Meg Tillman,Belkin,11/11/2022,US-2022-154137,10009,Belkin OmniView SE Rackmount Kit,Este,Consumidor,17/11/2022,Standard Class,New York,Almacenamiento,0,0,1,35.48
Suministros de Oficina,Aberdeen,United States,Jeremy Lonsdale,Acme,11/11/2022,US-2022-167976,57401,Acme Titanium Bonded Scissors,Central,Consumidor,14/11/2022,Second Class,South Dakota,Papeleria,0,6.63,3,25.5
Tecnología,Dallas,United States,Patrick Gardner,OtterBox,11/11/2022,US-2022-116491,75081,OtterBox Commuter Series Case - iPhone 5 & 5s,Central,Consumidor,13/11/2022,First Class,Texas,Telefonos,0.2,12.3144,2,35.184
Muebles,Glendale,United States,Eugene Moren,Other,12/11/2022,US-2022-134915,85301,Harbour Creations 67200 Series Stacking Chairs,Oeste,Home Office,12/11/2022,Mismo Dia,Arizona,Sillas,0.2,9.9652,2,113.888
Muebles,Glendale,United States,Eugene Moren,Tenex,12/11/2022,US-2022-134915,85301,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Oeste,Home Office,12/11/2022,Mismo Dia,Arizona,Muebleria,0.2,-5.6784,2,113.568
Muebles,Dallas,United States,Lindsay Shagiari,Eldon,12/11/2022,US-2022-164168,75081,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Central,Home Office,18/11/2022,Standard Class,Texas,Muebleria,0.6,-17.7072,3,22.848
Suministros de Oficina,Longview,United States,Maria Bertelson,Fellowes,12/11/2022,US-2022-149944,98632,Fellowes Superior 10 Outlet Split Surge Protector,Oeste,Consumidor,16/11/2022,Second Class,Washington,Linea Blanca,0,22.0748,2,76.12
Suministros de Oficina,Seattle,United States,Christine Sundaresam,Dixon,12/11/2022,US-2022-164364,98115,"Dixon Ticonderoga Maple Cedar Pencil, #2",Oeste,Consumidor,16/11/2022,Standard Class,Washington,Arte,0,2.3025,3,9.21
Suministros de Oficina,Dallas,United States,Lindsay Shagiari,Other,12/11/2022,US-2022-164168,75081,Surelock Post Binders,Central,Home Office,18/11/2022,Standard Class,Texas,Portafolio,0.8,-45.84,5,30.56
Suministros de Oficina,New York City,United States,Ed Braxton,Avery,12/11/2022,US-2022-134978,10024,"Avery Durable Slant Ring Binders, No Labels",Este,Corporativo,15/11/2022,Second Class,New York,Portafolio,0.2,5.373,5,15.92
Suministros de Oficina,Los Angeles,United States,Jim Epp,Acco,12/11/2022,US-2022-136707,90036,Acco 3-Hole Punch,Oeste,Corporativo,15/11/2022,First Class,California,Portafolio,0.2,4.9056,4,14.016
Suministros de Oficina,Dallas,United States,Lindsay Shagiari,Other,12/11/2022,US-2022-164168,75081,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Central,Home Office,18/11/2022,Standard Class,Texas,Sobres,0.2,4.4312,2,12.224
Suministros de Oficina,Longview,United States,Maria Bertelson,Other,12/11/2022,US-2022-149944,98632,Staples,Oeste,Consumidor,16/11/2022,Second Class,Washington,Ajustadores,0,9.12,3,18.24
Suministros de Oficina,Seattle,United States,Christine Sundaresam,Avery,12/11/2022,US-2022-164364,98115,Avery 483,Oeste,Consumidor,16/11/2022,Standard Class,Washington,Etiquetas,0,4.5816,2,9.96
Suministros de Oficina,Los Angeles,United States,Emily Phan,Xerox,12/11/2022,US-2022-125808,90032,Xerox 1899,Oeste,Consumidor,15/11/2022,Second Class,California,Papel,0,5.6644,2,11.56
Suministros de Oficina,Glendale,United States,Eugene Moren,Xerox,12/11/2022,US-2022-134915,85301,Xerox 1978,Oeste,Home Office,12/11/2022,Mismo Dia,Arizona,Papel,0.2,8.381,5,23.12
Suministros de Oficina,Santa Clara,United States,David Bremer,Xerox,12/11/2022,US-2022-160514,95051,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Oeste,Corporativo,16/11/2022,Standard Class,California,Papel,0,4.752,2,10.56
Suministros de Oficina,Austin,United States,Nathan Gelder,Wirebound,12/11/2022,US-2022-130386,78745,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Central,Consumidor,18/11/2022,Standard Class,Texas,Papel,0.2,5.8203,3,16.056
Suministros de Oficina,Tallahassee,United States,Larry Blacks,Xerox,12/11/2022,US-2022-154088,32303,Xerox 1968,Sur,Consumidor,17/11/2022,Standard Class,Florida,Papel,0.2,9.352,5,26.72
Suministros de Oficina,Columbus,United States,Sylvia Foulston,Strathmore,12/11/2022,US-2022-122644,43229,Strathmore Photo Mount Cards,Este,Corporativo,17/11/2022,Standard Class,Ohio,Papel,0.2,3.5256,2,10.848
Suministros de Oficina,Austin,United States,Nathan Gelder,Xerox,12/11/2022,US-2022-130386,78745,Xerox 197,Central,Consumidor,18/11/2022,Standard Class,Texas,Papel,0.2,69.705,9,223.056
Suministros de Oficina,Lancaster,United States,Dennis Kane,SAFCO,12/11/2022,US-2022-166835,17602,"SAFCO Commercial Wire Shelving, Black",Este,Consumidor,14/11/2022,Second Class,Pennsylvania,Almacenamiento,0.2,-55.256,2,221.024
Suministros de Oficina,Dallas,United States,Lindsay Shagiari,Fellowes,12/11/2022,US-2022-164168,75081,Fellowes Neat Ideas Storage Cubes,Central,Home Office,18/11/2022,Standard Class,Texas,Almacenamiento,0.2,-15.5904,3,77.952
Suministros de Oficina,Austin,United States,Nathan Gelder,Tennsco,12/11/2022,US-2022-130386,78745,Tennsco Double-Tier Lockers,Central,Consumidor,18/11/2022,Standard Class,Texas,Almacenamiento,0.2,-47.2542,3,540.048
Suministros de Oficina,Seattle,United States,Christine Sundaresam,Acme,12/11/2022,US-2022-164364,98115,Acme Forged Steel Scissors with Black Enamel Handles,Oeste,Consumidor,16/11/2022,Standard Class,Washington,Papeleria,0,8.0997,3,27.93
Tecnología,Glendale,United States,Eugene Moren,Memorex,12/11/2022,US-2022-134915,85301,Memorex Micro Travel Drive 8 GB,Oeste,Home Office,12/11/2022,Mismo Dia,Arizona,Accesorios,0.2,13,4,41.6
Tecnología,Columbus,United States,Sylvia Foulston,Verbatim,12/11/2022,US-2022-122644,43229,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Este,Corporativo,17/11/2022,Standard Class,Ohio,Accesorios,0.2,3.0134,2,18.544
Tecnología,Tempe,United States,Don Jones,SanDisk,12/11/2022,US-2022-132220,85281,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Oeste,Corporativo,16/11/2022,Standard Class,Arizona,Accesorios,0.2,-10.9116,6,62.352
Tecnología,Dallas,United States,Lindsay Shagiari,Maxell,12/11/2022,US-2022-164168,75081,Maxell LTO Ultrium - 800 GB,Central,Home Office,18/11/2022,Standard Class,Texas,Accesorios,0.2,-0.5598,2,44.784
Tecnología,Glendale,United States,Eugene Moren,Other,12/11/2022,US-2022-134915,85301,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Oeste,Home Office,12/11/2022,Mismo Dia,Arizona,Telefonos,0.2,0.693,2,7.92
Tecnología,Glendale,United States,Eugene Moren,Samsung,12/11/2022,US-2022-134915,85301,Samsung Galaxy Mega 6.3,Oeste,Home Office,12/11/2022,Mismo Dia,Arizona,Telefonos,0.2,50.3988,2,671.984
Tecnología,Newark,United States,Nat Gilpin,Jabra,12/11/2022,US-2022-116659,43055,Jabra SPEAK 410 Multidevice Speakerphone,Este,Corporativo,12/11/2022,Mismo Dia,Ohio,Telefonos,0.4,-92.6955,3,370.782
Tecnología,Dallas,United States,Lindsay Shagiari,Panasonic,12/11/2022,US-2022-164168,75081,Panasonic KX TS3282W Corded phone,Central,Home Office,18/11/2022,Standard Class,Texas,Telefonos,0.2,8.499,1,67.992
Muebles,Dallas,United States,Katrina Edelman,Other,13/11/2022,US-2022-113873,75220,"Bush Westfield Collection Bookcases, Fully Assembled",Central,Corporativo,19/11/2022,Standard Class,Texas,Libreros,0.32,-27.2646,3,205.9992
Muebles,Seattle,United States,Ted Trevino,Global,13/11/2022,US-2022-122490,98103,Global Troy Executive Leather Low-Back Tilter,Oeste,Consumidor,18/11/2022,Standard Class,Washington,Sillas,0.2,150.294,6,2404.704
Muebles,Buffalo,United States,Stefania Perrino,Deflect-o,13/11/2022,US-2022-112844,14215,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Este,Corporativo,16/11/2022,Second Class,New York,Muebleria,0,30.99,3,154.95
Suministros de Oficina,Houston,United States,Maria Etezadi,Hoover,13/11/2022,US-2022-124926,77095,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Central,Home Office,18/11/2022,Second Class,Texas,Linea Blanca,0.8,-24.7086,6,9.324
Suministros de Oficina,Jupiter,United States,Toby Carlisle,Dixon,13/11/2022,US-2022-153633,33458,DIXON Oriole Pencils,Sur,Consumidor,18/11/2022,Second Class,Florida,Arte,0.2,0.1548,1,2.064
Suministros de Oficina,Seattle,United States,Ted Trevino,GBC,13/11/2022,US-2022-122490,98103,GBC DocuBind P50 Personal Binding Machine,Oeste,Consumidor,18/11/2022,Standard Class,Washington,Portafolio,0.2,190.0206,11,563.024
Suministros de Oficina,Springfield,United States,Sean Braxton,ACCOHIDE,13/11/2022,US-2022-165344,45503,Accohide Poly Flexible Ring Binders,Este,Corporativo,15/11/2022,First Class,Ohio,Portafolio,0.7,-7.48,10,11.22
Suministros de Oficina,Seattle,United States,Ted Trevino,Avery,13/11/2022,US-2022-122490,98103,Avery File Folder Labels,Oeste,Consumidor,18/11/2022,Standard Class,Washington,Etiquetas,0,4.2336,3,8.64
Suministros de Oficina,Memphis,United States,Michael Nguyen,Other,13/11/2022,US-2022-165204,38109,"""While you Were Out"" Message Book, One Form per Page",Sur,Consumidor,16/11/2022,Second Class,Tennessee,Papel,0.2,3.339,3,8.904
Suministros de Oficina,Dallas,United States,Katrina Edelman,Eldon,13/11/2022,US-2022-113873,75220,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Central,Corporativo,19/11/2022,Standard Class,Texas,Almacenamiento,0.2,6.1792,4,61.792
Suministros de Oficina,Seattle,United States,Ted Trevino,Space Solutions,13/11/2022,US-2022-122490,98103,Space Solutions HD Industrial Steel Shelving.,Oeste,Consumidor,18/11/2022,Standard Class,Washington,Almacenamiento,0,10.3473,3,344.91
Suministros de Oficina,Chicago,United States,Christopher Schild,SAFCO,13/11/2022,US-2022-119662,60623,Safco Industrial Wire Shelving,Central,Home Office,16/11/2022,First Class,Illinois,Almacenamiento,0.2,-48.9549,3,230.376
Suministros de Oficina,Memphis,United States,Michael Nguyen,Tennsco,13/11/2022,US-2022-165204,38109,Tennsco Double-Tier Lockers,Sur,Consumidor,16/11/2022,Second Class,Tennessee,Almacenamiento,0.2,-63.0056,4,720.064
Suministros de Oficina,New York City,United States,Erin Mull,Other,13/11/2022,US-2022-133620,10009,"Personal Folder Holder, Ebony",Este,Consumidor,18/11/2022,Standard Class,New York,Almacenamiento,0,3.363,1,11.21
Tecnología,Oxnard,United States,Sanjit Engle,Kensington,13/11/2022,US-2022-123624,93030,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Oeste,Consumidor,17/11/2022,Second Class,California,Accesorios,0,29.0325,5,82.95
